,evaluation,date,label
782,石油戰！沙國石化龍頭SABIC暴跌、美頁岩油股躺平,2014-12-1,-1
783,通膨落跑不見影，全球公債殖利率降至18個月新低,2014-12-1,-1
784,南韓11月外銷年減1.9%、製造業PMI連3個月低於50,2014-12-1,-1
785,WTI跌破65美元！加國石油巨頭：30美元並非遙不可及,2014-12-1,-1
786,人事地震未成真！三星電子求穩定、三巨頭全留任,2014-12-1,-1
787,米5挑戰CP值極限！傳搭2K螢幕+指紋辨識，加值不加價,2014-12-1,0
788,陸中小企業悽慘，11月官方製造業PMI創3月以來新低,2014-12-1,-1
789,人行救不了礦業股？陶冬：面對現實吧，需求回不去了,2014-12-1,-1
790,自己人都看衰！陸基金經理人：房市黃金十年已結束,2014-12-1,-1
791,期待零售商殺到見骨！美國消費者觀望網路星期一,2014-12-1,-1
792,IHS：三星半導體明年估跳增16%，市佔進逼英特爾,2014-12-1,1
793,海嘯！標普20年來首降渣打評等、陸嚴查商品交易,2014-12-1,1
794,傳蘋果A9處理器明年Q2登場、新大螢幕iPad搶先用！,2014-12-1,0
795,三星良率不如蘋果期待？分析師爆料：台積電奪A9訂單,2014-12-1,0
796,反彈夢碎！瑞士「黃金」公投遭否決，金價盤中重挫,2014-12-1,0
797,《農產品》天氣擔憂 CBOT小麥漲近3%,2014-12-1,0
798,油價大跌也沒用！NRF：感恩節週末零售年減11.3%,2014-12-1,1
799,《貴金屬》油價跌美元漲 黃金期貨跌近2%,2014-12-1,-1
800,《金屬》商品承壓 LME期銅跌逾3%,2014-12-1,-1
801,《油價》供給過剩 NYMEX原油創5年新低,2014-12-1,-1
802,《美債》通膨預期降至3年低！各國資金搶進 殖利率跌,2014-12-1,-1
803,《美股》頁岩油股暴跌3成、沃爾瑪喜登歷史高 道瓊漲,2014-12-1,-1
804,崩盤！油價跌10%、俄羅斯幣破底、俄股創09年新低,2014-12-1,-1
805,《歐股》能源股跌、航空股笑，泛歐Stoxx 600收平,2014-12-1,0
806,聯電獲准投資廈門12吋晶圓廠，未來可獲權利金挹注,2014-12-31,0
807,2015年美國通膨跌破1%機率飆高，升息仍勢在必行？,2014-12-31,-1
808,突襲MacBook Air，三星搶推12吋極致輕薄筆電,2014-12-31,-1
809,12-31集中市場三大法人合計買超6.58億元,2014-12-31,1
810,道瓊明年上看兩萬點！網路安全類股為大勢所趨,2014-12-31,-1
811,鐵礦砂明年不再悲情？大摩：放心，最糟時間已經過去,2014-12-31,-1
812,烏克蘭經濟二戰以來最慘！IIF：新興市場大失血,2014-12-31,-1
813,踢走印度！陸股噴發換檔超車、榮登亞股年度漲幅王,2014-12-31,1
814,霸榮：未來兩年晶片業營收成長率恐將腰斬再腰斬,2014-12-31,-1
815,98年亞洲金融危機以來最慘！馬來西亞幣本季重貶6%,2014-12-31,1
816,金礦商Gold Fields波段漲4成，黃金現貨拼年線收漲,2014-12-31,0
817,ECB沒得選！通縮+希臘政局不穩，歐式QE料一月上路,2014-12-31,0
818,格羅方德喊冤！強調14奈米技術良率、量產進度都OK,2014-12-31,-1
819,政府無能、企業只能以暴制暴？摩根大通傳反擊駭客,2014-12-31,-1
820,智慧機好日子玩完？料明年首見萎縮、陸廠恐虧錢,2014-12-31,0
821,三星、海力士笑開懷，2015年DRAM全球銷售額料增14%,2014-12-31,-1
822,ABI：蘋果平板出貨量恐呈年減，宏碁、華碩看升,2014-12-31,0
823,不是HTC Hima？宏達電傳CES將推Desire多彩新機,2014-12-31,0
824,油價觸底？利比亞動亂、供給過剩或有解、俄ETF飆,2014-12-31,0
825,iPhone 6大不一定好，蘋果手機滿意度首度輸三星,2014-12-31,0
826,野村：日本淪零件供應商、南韓科技業對手是中國！,2014-12-31,-1
827,《美債》希臘添變數、葛老唱衰美經濟 殖利率連3降,2014-12-31,-1
828,崩盤！原物料業悽慘、後勤服務商Civeo股價跌5成,2014-12-31,0
829,鴻海助陣！傳Nokia重返智慧型手機市場，新品照曝光,2014-12-31,1
830,《農產品》出口減少 CBOT農產品全面下跌,2014-12-31,0
831,《美股》蘋果帶動科技股走軟 標普從歷史高拉回,2014-12-31,0
832,"《貴金屬》美元下跌 黃金期貨重回1,200美元",2014-12-31,-1
833,《金屬》大陸或減產 LME鉛鋅上漲3%與2%,2014-12-31,1
834,《油價》預期庫存減少 NYMEX原油上漲1%,2014-12-31,1
835,希臘股市、歐元同破底，澳元兌紐幣創1983年新低,2014-12-31,-1
836,《美國經濟》12月消費者信心回暖，就業展望正面,2014-12-31,-1
837,《歐股》能源股領跌，三大指數盡墨、泛歐指收黑,2014-12-31,-1
838,《歐股》石油股撐盤，泛歐指拉尾盤、德股登新高,2015-2-2,-1
839,說溜嘴？真心話？聖路易斯FED：目前只有一種泡沫,2015-2-2,1
840,2-2新台幣兌美元匯率以31.685元作收，貶值1.30角,2015-2-2,1
841,不是iPad Pro？傳蘋果平板名為iPad Plus、厚7公厘,2015-2-2,0
842,泰國陷入通縮魔掌、5年多首見！1月CPI年減0.41%,2015-2-2,-1
843,泰國陷入通縮魔掌、5年多首見！1月CPI年減0.41%,2015-2-2,-1
844,驍龍810過熱原是幌子？WSJ：三星想搶高通晶片生意,2015-2-2,0
845,《日股》中-美經濟數據疲弱 日經跌0.7%；夏普抗跌,2015-2-2,-1
846,為新款iPhone作準備？Sony砸千億增產CMOS感測器,2015-2-2,1
847,2-2集中市場三大法人合計買超36.06億元,2015-2-2,1
848,蘋果、小米熱賣代表？WSJ：分配不均中產階級消失！,2015-2-2,0
849,標普五百Q4盈餘增2.1%！拿掉蘋果、暴跌至0.3%！,2015-2-2,-1
850,2K太遜了！LG G4傳搭載3K螢幕、達驚人的623ppi,2015-2-2,0
851,油價趁機軋短空？CFTC：投機客空單部位跳增、4年高,2015-2-2,1
852,"油崩、投資人慘賠3,900億美元，基金公司有苦難言",2015-2-2,-1
853,油商囤貨靜待市場復甦！WSJ：儲油費率已狂飆一倍,2015-2-2,-1
854,全球公債比賤、殖利率逐底，美債變身搶手貨,2015-2-2,0
855,《日股》中-美經濟數據疲弱 日經早盤跌0.5%,2015-2-2,-1
856,中國降息呼聲起！野村：今年存準率將大降2個百分點,2015-2-2,1
857,比08年、1997年危機還慘！BDI續崩、創近30年新低,2015-2-2,-1
858,Sony裁員驚爆副作用，Xperia Z4傳供貨恐卡卡,2015-2-2,-1
859,山雨欲來？花旗避險單於瑞郎暴漲前到期 慘賠2億美元,2015-2-2,-1
860,三星S6雙曲面專利曝光？螢幕延至後方、具彈出裝置,2015-2-2,0
861,德國接招！希臘財長：還舊債前提為經濟恢復增長,2015-2-2,1
862,十年磨一劍！LG太陽能轉盈再加碼，長期展望看俏,2015-2-2,-1
863,俄國悲觀看經濟、今年GDP恐衰退3%！福特、GM喊苦,2015-2-2,-1
864,企業錢泊境外躲稅！歐巴馬堵漏、擬對海外獲利課稅,2015-2-2,-1
865,薪事不爽！美煉油廠發動全國性大罷工，汽油喊漲,2015-2-2,-1
866,《農產品》預期南美豐收 CBOT小麥下跌1%,2015-2-2,-1
867,《貴金屬》美增長放緩 COMEX黃金漲近2%,2015-2-2,1
868,《金屬》歐洲數據激勵 LME銅鋁上漲2%,2015-2-2,-1
869,《油價》美油井減幅創紀錄 原油大漲8%,2015-2-2,-1
870,Sony攜手谷歌重振智慧機事業？傳操刀次代Nexus,2015-2-2,-1
871,股匯雙跌！離岸人民幣創2012年新低、陸股ETF重挫,2015-2-2,-1
872,快往逃生門移動？陸A股ETF跳空爆量挫5%、PMI難看,2015-2-2,1
873,《美債》全球經濟陷逆境 美債看回不回、投報率3年高,2015-2-2,1
874,《美國經濟》訂單帶動，1月芝加哥PMI意外勝預期,2015-2-2,1
875,《美國經濟》展望轉強！1月密大消費信心攀11年新高,2015-2-2,1
876,《美股》Q4 GDP增幅腰斬、藍籌與小型股齊跌 道瓊挫,2015-2-2,1
877,《美國經濟》美企不賞臉，Q4 GDP氣洩一半、遜預期,2015-2-2,-1
878,智慧機面板拼輸友達-退出北美TV市場？夏普傳虧大了,2015-2-2,-1
879,《歐股》通縮陰影籠罩，泛歐指收黑、希股重挫1.6%,2015-2-2,0
880,1.9兆美元歐債貼上負利率標籤，FED膽敢逆勢升息？,2015-3-2,-1
881,新興市場債受寵！上週吸金額刷新去年6月來最高紀錄,2015-3-2,1
882,《日股》日經小漲0.2%連3揚、續創15年新高,2015-3-2,1
883,RBA降息行情再發燒，澳元盤中走貶、澳股臨7年高,2015-3-2,0
884,3-2集中市場三大法人合計買超4.04億元,2015-3-2,1
885,挑戰Apple Watch！華為智慧錶超美、採藍寶石玻璃,2015-3-2,0
886,歐美陷另類通縮，全球債券ETF狂吸金景象前所未見,2015-3-2,0
887,S6超驚豔！野村調高今年出貨至5千萬支、有望趕上S3,2015-3-2,1
888,眼球解鎖來了、中興智慧機Grand S3搶先搭載！,2015-3-2,-1
889,陸、韓進口數據慘！貨櫃航商龍頭：不見復甦蹤跡,2015-3-2,0
890,美債基金二月慘賠，高盛警告沒風險的最是危險,2015-3-2,0
891,新台幣兌美元匯價中午暫收31.400元，升值1.03角,2015-3-2,1
892,車用電子-MCU龍頭誕生！NXP、飛思卡爾合併 TI受脅,2015-3-2,1
893,《日股》日圓逼近120 日經早盤小漲、一度攻上18900點,2015-3-2,-1
894,2月消費者信心指數創新高，「投資股票時機」升最多,2015-3-2,-1
895,聯發科新平台好神、智慧裝置共通互用一家親,2015-3-2,0
896,LG Display、三星傳統包兩代Apple Watch螢幕訂單,2015-3-2,0
897,巴菲特主要持股僅IBM套牢，美元續升恐令股神傷心,2015-3-2,0
898,鴻海代工機器人Pepper人氣超夯！300台1分鐘被搶光,2015-3-2,-1
899,說好的M9 Plus呢？爆料大神：僅在亞洲賣、中國發表,2015-3-2,0
900,宏碁推聯發科4核高階機；2款低價機、穿戴新品齊現身,2015-3-2,0
901,傳iPhone 6s搭載Force Touch、臻鼎宸鴻吃香？,2015-3-2,1
902,驚！報告：高達96%的行動惡意軟體鎖定Android,2015-3-2,0
903,最強平板處理器照過來，聯發科MT8173效能強壓驍龍810,2015-3-2,0
904,驚喜！hTC推VR眼鏡 玩家可整場漫遊與虛擬物體互動,2015-3-2,-1
905,宏達電首款穿戴裝置「HTC Grip」現身！今春開賣,2015-3-2,-1
906,印度預算案加碼建設獲認可、股市飆1個月新高！,2015-3-2,1
907,小米傳將叫陣、大股東出脫，GoPro自歷史高點挫5成,2015-3-2,0
908,《農產品》天氣寒冷 CBOT小麥上漲2.5%,2015-3-2,0
909,《貴金屬》黃金2月跌逾5%創近半年最大跌幅,2015-3-2,-1
910,HTC M9正式亮相！3月中旬開賣、內部規格大升級,2015-3-2,1
911,《金屬》跌深反彈 LME期銅2月漲逾7%,2015-3-2,1
912,《油價》需求回升 布蘭特原油2月大漲18%,2015-3-2,1
913,Galaxy S6四月在美開賣！WSJ：外型靚、軟體弱,2015-3-2,0
914,《美國經濟》初領失業金大增3.1萬人遜於預期,2015-3-2,-1
915,物聯網概念旺！台積電客戶恩智浦、飛思卡爾傳擬合併,2015-3-2,1
916,鷹鴿兩派激辯升息時機！美債殖利率月增幅2013年高,2015-3-2,-1
917,《美國經濟》貿易赤字惡化，Q4 GDP再受創,2015-3-2,-1
918,《美股》蘋果拉回、Q4 GDP降 道瓊跌；費城月線飆9%,2015-3-2,-1
919,《美國經濟》慘！2月芝加哥PMI遜預期、盪逾5年低,2015-3-2,1
920,《美國經濟》冷到凍未條，2月密大消費信心受寒,2015-3-2,-1
921,鴻海代工Nokia N1成「秒殺」代名詞！在陸5度售罄,2015-3-2,-1
922,《歐股》泛歐指年漲近15%，高盛喊多、有望再飆一成,2015-3-2,-1
923,陸憂通縮近、官方擔心恐爆貨幣戰，人行意外降息,2015-3-2,-1
924,Sony智慧機銷量創11季來新低！今年度恐大減23%,2015-4-30,1
925,《日股》BOJ不加碼 日經狂瀉538點、創今年最大跌幅,2015-4-30,1
926,電視終於賺錢！Sony營益翻倍、今年度有望再飆增4倍,2015-4-30,1
927,4-30集中市場三大法人合計買超24.49億元,2015-4-30,1
928,巴爾的摩暴動元凶=貧富不均！全球皆然、各國剉著等,2015-4-30,0
929,惠譽：印度脫離脆弱五國之列、印尼力爭上游中,2015-4-30,-1
930,BOJ未加碼、投資人好失望！日圓升-日經倒地瀉500點,2015-4-30,0
931,新台幣兌美元匯價中午暫收30.800元，貶值1.05角,2015-4-30,1
932,聯發科LTE處理器首登美！Alcatel超平民新機即日開賣,2015-4-30,-1
933,市佔差0.5%！蘋果有望超車小米、當陸智慧機一哥,2015-4-30,-1
934,《日股》美GDP難看 日經早盤瀉380點；Nidec逆勢漲,2015-4-30,-1
935,紐幣太強衝擊出口，紐行威脅不排除降息打匯,2015-4-30,-1
936,三星記憶體拚出頭，2015年投資規模上看百億美元,2015-4-30,-1
937,Apple Watch缺貨元凶？中國零件商傳出包、日商救駕,2015-4-30,-1
938,主計總處：概估Q1經濟成長率3.46%、低於原預期,2015-4-30,1
939,嚴防中國芯威脅！傳清芯華創赤化豪威在即，台廠戒備,2015-4-30,-1
940,Win 10悍！智慧機可變桌機、估三年10億裝置採用,2015-4-30,1
941,油電雙漲又加稅、巴西通膨奔10多年高！央行5度升息,2015-4-30,-1
942,OLED電視春天來了？LG南韓月銷量創新高、飆增至3倍,2015-4-30,1
943,偉創力財測看淡，望併購荷車用鏡控製造商增動能,2015-4-30,-1
944,《美債》FED政策訊號不明！空方摜壓 殖利率6週高,2015-4-30,-1
945,《農產品》阿根廷罷工 CBOT農產品全面上揚,2015-4-30,-1
946,《貴金屬》觀望利率動向 COMEX黃金下跌0.3%,2015-4-30,-1
947,《金屬》美元下跌 LME基本金屬多數上漲,2015-4-30,-1
948,《油價》庫欣原油庫存下滑 油價創年內新高,2015-4-30,-1
949,《美股》GDP急凍不改FED升息決心？股民慌、道瓊跌,2015-4-30,-1
950,聯想A6000 Plus印度銷售創紀錄！10萬支15分鐘被搶光,2015-4-30,-1
951,《美國經濟》慘！首季GDP近乎空轉，企業投資衰退,2015-4-30,1
952,《歐股》美GDP受凍+歐元急升，泛歐指、德股狂殺低,2015-4-30,-1
953,中韓自貿協定今正式簽署，逾九成產品將零關稅,2015-6-1,0
954,美原油產出創新高揭密：熱錢多到爆、油商沒在怕？,2015-6-1,-1
955,惡化！陸5月服務業PMI創08年新低、出口訂單重挫,2015-6-1,-1
956,6-1新台幣兌美元匯率以30.932元作收，貶值6.1分,2015-6-1,1
957,超大油輪費率續飆！Jefferies：近2億桶原油囤在海上,2015-6-1,-1
958,《日股》企業投資壓陣，日經225指數險收12連漲,2015-6-1,0
959,6-1集中市場三大法人合計賣超111.84億元,2015-6-1,-1
960,台廠注意！太陽能龍頭韓華衝市占、建新廠擴產,2015-6-1,-1
961,日本GDP增溫！企業投資加速、製造業PMI回復擴張,2015-6-1,1
962,彼得林區PEG指標亮警訊：近五成標普成分股遭高估,2015-6-1,1
963,陸版NASDAQ「創業板指」泡沫狂吹！高盛：破滅影響低,2015-6-1,-1
964,歐盟主席：希臘退出將損害投資人對歐元的信心,2015-6-1,0
965,誇張！港股瑞東噴發飆177%、馬雲大賺40億美元,2015-6-1,0
966,印度Q1智慧機排行：宏達電第8險勝小米、華碩排12名,2015-6-1,0
967,新台幣兌美元匯價中午暫收30.744元，升值1.27角,2015-6-1,-1
968,悲泣！韓出口連五摔、5月創近六年最大跌幅,2015-6-1,-1
969,OPEC五月石油產出創新高，美最大石油ETF連兩月失血,2015-6-1,-1
970,陸媽害的？澳洲財政部秘書長：雪梨房市確已泡沫化,2015-6-1,0
971,香港創業板本益比3個月飆8倍至88.32倍！瑞信急示警,2015-6-1,-1
972,中國人行：ECB QE有效性存疑、全球恐陷貨幣競貶,2015-6-1,-1
973,通膨壓力降溫，RBI週二料再降息一碼,2015-6-1,0
974,下個半導體巨頭合併案？EETimes：英特爾可併高通,2015-6-1,-1
975,Intel豪擲170億美元求親，傳Altera心動、拚週一簽約,2015-6-1,0
976,美國基本金屬領先指標連5個月負值，美國鋁業破底,2015-6-1,1
977,三星博翻身！傳14奈米產能滿載 訂單能見度看到1年後,2015-6-1,0
978,FED經濟模型：美元升1成、GDP衝擊將在3年後達高峰,2015-6-1,-1
979,《農產品》出口競爭 CBOT小麥創下兩週新低,2015-6-1,-1
980,《貴金屬》美元下跌 COMEX黃金小漲0.1%,2015-6-1,-1
981,《金屬》供應過剩 LME鋁價創兩年半最大月度跌幅,2015-6-1,1
982,《油價》探勘井數量續減 NYMEX原油大漲4.5%,2015-6-1,-1
983,《美國經濟》5月密大消費者信心陷昏迷，創6個月新低,2015-6-1,-1
984,《美國經濟》首季GDP萎縮0.7%，2009年來第三次突槌,2015-6-1,-1
985,《美債》投資人猜FED今年只將升息一次 殖利率跌,2015-6-1,0
986,《美股》5月經濟趨緩、道瓊跌逾百點！費城創14年高,2015-6-1,-1
987,5月ISM芝加哥意外重挫，FED 10月升息機率跌破40%,2015-6-1,-1
988,《歐股》希臘歹戲拖棚，德法股顫、泛歐指黑壓壓,2015-6-1,-1
989,這是在演哪一齣？上證昨漲逾5%、今幾乎完全回吐,2015-7-1,0
990,陸股慘跌5%！地下融資如未爆彈、利率高達22%,2015-7-1,-1
991,三星在東南亞慘遭滑鐵盧！市佔減7個百分點 華碩緊追,2015-7-1,-1
992,當心美國通膨壓力鍋悶燒，高盛喊買抗通膨債券,2015-7-1,-1
993,美股上半年異象：史上最熱美企併購VS.最悶道指區間,2015-7-1,-1
994,《日股》高盛看旺、日經揚升0.46%；夏普終於止跌,2015-7-1,1
995,債券流動性短缺毋須太擔憂？富坦：目前未特別吃緊,2015-7-1,0
996,形勢將反轉？日鋰電池廠嗆韓廠、齊步進入增產模式,2015-7-1,0
997,恐懼時貪婪！應趁亂買希股歐股，將有驚人漲幅？,2015-7-1,-1
998,先賣先贏！全球最大公債ETF創2010年以來最大季跌幅,2015-7-1,-1
999,新台幣兌美元匯價中午暫收30.863元，升值2.07角,2015-7-1,1
1000,宏達電赴印度組裝、7月中量產！Desire系列打頭陣,2015-7-1,0
1001,Kantar：S6暢銷、三星奪美智慧機霸主，HTC仍差,2015-7-1,-1
1002,FED副座稱美接近完全就業，超完美升息劇本9月上演？,2015-7-1,-1
1003,魅族MX5登場、採聯發科X10！日經：小米殺手來了,2015-7-1,0
1004,陸股民比共產黨員多，融資7連降引爆09年來最大漲幅,2015-7-1,0
1005,馬股連跌兩月後強彈、料創2年最大日漲幅！惠譽力挺,2015-7-1,-1
1006,《日股》日銀短觀報喜 日經早盤漲0.2%；Sony強彈,2015-7-1,1
1007,難怪要賣台？麥當勞在美顧客滿意坐溜滑梯 敬陪末座,2015-7-1,0
1008,自顧不暇、如何讓利？陸製造業裁員創09年以來最快,2015-7-1,0
1009,印股最準分析師：別擔心降雨、Sensex將漲14%,2015-7-1,0
1010,ECB負利率惹的禍，歐元全球儲備貨幣創13年新低,2015-7-1,0
1011,黃金多頭要哭了？最神準經濟學家：恐再挫10%盪5年低,2015-7-1,-1
1012,西、義步希臘後塵？避險基金教父：歐元將快速貶破1,2015-7-1,-1
1013,淚崩！BHP創09年新低，陸鋼鐵展望遜、澳降鐵礦砂,2015-7-1,-1
1014,高盛掛保證，高收債不怕FED升息逼近、希臘危機升溫,2015-7-1,-1
1015,日企瘋投資、日銀短觀報喜！日經走揚,2015-7-1,0
1016,印尼境內即起禁用外幣，Q2股市創2008年來最大跌幅,2015-7-1,-1
1017,《美債》Q2公債報酬慘！殖利率季增幅創2013年新高,2015-7-1,-1
1018,iPhone 6s機殼照曝光！外觀酷似i6、恐沒雙鏡頭相機,2015-7-1,0
1019,鴻海扛小米首度走出亞洲，紅米2下週進軍巴西,2015-7-1,-1
1020,愛瘋6c棄塑膠、改採金屬機殼？傳鴻準獲大單,2015-7-1,0
1021,《農產品》庫存與種植偏低 CBOT玉米漲近8%,2015-7-1,-1
1022,《貴金屬》美元上漲 COMEX黃金下跌0.6%,2015-7-1,1
1023,《金屬》供應過剩需求不定 LME錫價跌逾3%,2015-7-1,-1
1024,波多黎各債信與希臘同等級，債券保險商MBIA崩盤,2015-7-1,-1
1025,《油價》伊朗核協議延期 NYMEX原油上漲2%,2015-7-1,0
1026,《美股》蘋果走強，標普500反彈、惟季K線結束連9紅,2015-7-1,-1
1027,《美國經濟》6月消費者信心破百，遠優於預期,2015-7-1,-1
1028,HTC平板不只H7一款？T7曝光、正在印度測試,2015-7-1,0
1029,《歐股》希臘野火延燒！泛歐指Q2重摔4%、近三年最慘,2015-7-1,-1
1030,陸證監會怒抓海外空軍！傳要港、星外資上繳交易紀錄,2015-7-31,1
1031,聯發科下修全年出貨目標，營收估年減5-10%,2015-7-31,0
1032,上證月線創2009年最大跌幅！CADA：今年車市恐萎縮,2015-7-31,-1
1033,《日股》日經收漲0.3%連2揚；Sony重挫、JFE大跌,2015-7-31,1
1034,歐股仍可買？富坦：本益比17倍 信貸復甦、盈餘看俏,2015-7-31,-1
1035,美元風暴來襲！熱錢見風轉舵加速撤離新興市場,2015-7-31,-1
1036,面板事業慘賠！夏普虧損額飆增18倍、退出北美TV市場,2015-7-31,-1
1037,人多地方別去！軟銀營運長發警語：新創投資過熱,2015-7-31,-1
1038,威盛：VIA Telecom與第三方簽訂處分部份資產合約，估對投資利得影響數約1億美元,2015-7-31,0
1039,央行促貶！泰銖摔至六年低、本月跌幅恐創07年高,2015-7-31,-1
1040,台-韓廠連接器訂單遜！信邦客戶廣瀨砍財測、股價崩,2015-7-31,-1
1041,2050年停用化石燃料不是夢？沙國倍增太陽能發電量,2015-7-31,0
1042,墨比爾斯：陸股將橫向整理，中、印前景雙雙看俏,2015-7-31,0
1043,"Windows 10勢如破竹！全球裝機量首日突破1,400萬台",2015-7-31,-1
1044,"鴻海笑呵呵、Pepper又被秒殺！1,000台1分鐘被搶光",2015-7-31,-1
1045,小米副總Barra：短期內並無IPO或併購同業的計畫,2015-7-31,0
1046,日本產業用太陽能需求已觸頂？夏普傳停產薄膜型產品,2015-7-31,-1
1047,《日股》日經早盤翻紅小漲；Sony、JFE重挫,2015-7-31,1
1048,《財報》博通Q2獲利遜預期，本季營收展望看淡,2015-7-31,-1
1049,出口動能疲弱，主計總處估今年GDP僅2.68%,2015-7-31,0
1050,《美國經濟》初領失業金升至26.7萬人但優於預期,2015-7-31,-1
1051,台股頸線攻防戰！政府負債逼上限、經濟牛肉端不出？,2015-7-31,0
1052,華碩急尋印度手機代工廠，鴻海印度廠有望接單,2015-7-31,0
1053,最後才見分曉！陸股終場變盤成常態、原因大揭密,2015-7-31,-1
1054,油價挫嚇傻頁岩油業者！Whiting兩週內先升後降支出,2015-7-31,0
1055,台Q2 GDP降至0.64%，創近3年單季新低,2015-7-31,-1
1056,避險氣氛跳增！美投資人大舉撤出垃圾債、美股基金,2015-7-31,1
1057,難怪日家庭支出大減！時薪僅夠吃碗拉麵-加蛋算小確幸,2015-7-31,-1
1058,微軟聲勢振，傳小米Q3將發表新Windows 10平板,2015-7-31,0
1059,就是要修理美國頁岩油業？OPEC：不打算減產！,2015-7-31,-1
1060,三星屋漏偏逢連夜雨！產品瑕疵率跳增 俄商拒絕進貨,2015-7-31,0
1061,看錯美元行情押錯黃金、歐元！俄國央行賠慘了,2015-7-31,-1
1062,通膨率全靠匯率撐、黑田必加碼？6月核心CPI僅增0.1%,2015-7-31,0
1063,《美債》美國GDP與通膨增溫！2年債殖利率創6週高,2015-7-31,1
1064,Sony-微軟挫著等？新Apple TV傳與6s齊亮相-採A8晶片,2015-7-31,-1
1065,春江水暖？中信證A股盪8個月低點，最大A股ETF重挫,2015-7-31,-1
1066,iPhone 6s新諜照！傳相機仍突出、有玫瑰金色,2015-7-31,-1
1067,《農產品》出口銷售較佳 CBOT黃豆上漲0.7%,2015-7-31,1
1068,《貴金屬》美元上漲 COMEX黃金接近5年低點,2015-7-31,1
1069,《金屬》陸股回跌 LME銅與鋁收低逾1%,2015-7-31,-1
1070,《美股》關注財報、升息動向 道瓊平盤附近作收,2015-7-31,1
1071,《油價》供應過剩 NYMEX原油下跌0.6%,2015-7-31,-1
1072,消費助攻！美國Q2 GDP反彈2.3%，九月升息預期升高,2015-7-31,1
1073,自拍神器C5 Ultra即將現身？Sony預告新機8-3亮相,2015-7-31,0
1074,受S6銷售疲軟拖累？Synaptics財報財測遜、盤後大跌,2015-7-31,0
1075,《歐股》傳IMF想落跑、希臘紓困添變數；泛歐指漲幅收斂,2015-7-31,1
1076,《歐股》大陸PMI拉警報，泛歐指再遭熊撲、類股齊跌,2015-9-1,1
1077,原油還會跌！空方：媒體誤會、OPEC減產沒這回事,2015-9-1,-1
1078,利空罩頂、ECB快沒招？德股跌破萬點，美元重貶,2015-9-1,-1
1079,中國不敢狂拋美債撐住人幣？殖利率若飆恐重創出口,2015-9-1,-1
1080,9-1新台幣兌美元匯率以32.680元作收，升值1.30角,2015-9-1,1
1081,錩泰自結7月合併獲利4100萬元，每股稅後0.52元,2015-9-1,-1
1082,Sony證實Z5系列有4K機種！但5大理由讓4K變「雞肋」,2015-9-1,-1
1083,《日股》擔憂中國景氣、避險瀰漫 日經崩跌724點,2015-9-1,-1
1084,Sharp面板事業不賣了？傳傾向合資 首選鴻海、INCJ,2015-9-1,0
1085,慘字不足以形容！澳門博弈營收減三成、GDP崩跌26%,2015-9-1,-1
1086,RBA凍結低利率，澳元貶幅接近滿足、續貶壓力減,2015-9-1,0
1087,標普下修基本金屬展望，鎳遭砍25%、銅下修近兩成,2015-9-1,-1
1088,人民幣匯價有兩種、北京頭大！9月習歐會後再促貶？,2015-9-1,-1
1089,陸阻貶！傳遠期外匯需準備金、離岸人幣強彈0.5%,2015-9-1,-1
1090,陸股崩了、趕緊切割？中國建設銀行：曝險部位不大,2015-9-1,-1
1091,新台幣兌美元匯價中午暫收32.364元，升值4.46角,2015-9-1,1
1092,VIX洩天機？歷史經驗顯示美國經濟恐逼近衰退邊緣,2015-9-1,0
1093,美石油產出鬆動、空軍大隊終改口！高盛喊市場已投降,2015-9-1,0
1094,華碩穩居日本非蘋平板一哥！日廠潰敗、LG暴衝,2015-9-1,0
1095,《日股》受陸股拖累 日經早盤大跌450點；東光抗跌,2015-9-1,-1
1096,韓國8月出口「大衰退」近15%，金融海嘯後最慘,2015-9-1,-1
1097,中國製造業萎縮速度09年來僅見，連22個月壓縮用工,2015-9-1,-1
1098,潑北京抗戰閱兵冷水，傳美擬經濟制裁陸企網攻,2015-9-1,0
1099,慎防上證回測十年線！DeMark：恐下探2590點才觸底,2015-9-1,-1
1100,衝著乾坤來？東光量產最小尺寸電感、傳蘋果6s要用,2015-9-1,0
1101,貨幣戰是通輸遊戲！貶值壓抑進口、全球貿易倒地,2015-9-1,-1
1102,鴻海拚印度製造、通路一條龍，電商投資案二連發,2015-9-1,-1
1103,高盛憂中國2018年保六無望，陸股基金持股比例暴跌,2015-9-1,-1
1104,蘋果挖微軟牆角！「擴增實境」為下個運算大進化？,2015-9-1,-1
1105,陸栽跟頭、印度別偷笑！兩國問題多、印超車還早,2015-9-1,-1
1106,《美債》油價飆、9月升息機率達40% 2年殖利率連5漲,2015-9-1,-1
1107,三星電子月線5連挫、1983年最長，跌掉一家GM市值,2015-9-1,-1
1108,油價有救了？OPEC暗示求和，委內瑞拉擬邀俄國上談判桌,2015-9-1,1
1109,《農產品》CBOT黃豆創近一年來最大月度跌幅,2015-9-1,-1
1110,iPad Pro零件9月出貨？夏普-GIS傳吃大單、TPK沒餓到,2015-9-1,1
1111,《貴金屬》COMEX黃金小跌0.1% LME休市一天,2015-9-1,1
1112,《美股》大輪動！油價飆回牛市、生技股慘摔 道瓊跌,2015-9-1,0
1113,《油價》NYMEX原油3天漲近3成 25年來最大,2015-9-1,1
1114,聯茂處分桃園市平鎮廠土地及建物，預計獲利4972萬元(更正),2015-9-1,-1
